"term","estimate","std.error","statistic","p.value"
"c__Acidimicrobiia",0.0402625699575206,0.128449040872538,0.313451697918661,0.753937512359525
"c__Acidithiobacillia",0.00425238464568965,0.209599486328368,0.0202881444042648,0.983813513236856
"c__Acidobacteriia",0.00518120352086223,0.0089514030946406,0.578814680344843,0.562714224466859
"c__Aconoidasida",-3.13995146356101e-05,4.48491527519877e-05,-0.700113886414911,0.483856184319177
"c__Actinobacteria",-0.000313047063915515,0.000304461050932716,-1.02820069416596,0.303855431976197
"c__Alphaproteobacteria",-0.000587507362596483,0.000657181885960651,-0.893979848117208,0.371332673365777
"c__Anaerolineae",0.120658140548156,0.292876356982677,0.411976377305501,0.680356737818124
"c__Aquificae",-0.034760522194456,0.0225025452655756,-1.54473735233998,0.12240980608965
"c__Archaeoglobi",0.0719875809334129,0.0653253866612162,1.1019847659953,0.270468294589671
"c__Ardenticatenia",1.13353733703314,0.723384441882294,1.56699159036874,0.117116657314624
"c__Bacillariophyceae",0.0213945431493874,0.0125905702678297,1.69925132017672,0.0892718404533087
"c__Bacilli",-2.09114078321766e-05,3.77680184785922e-05,-0.553680300808729,0.579797659222764
"c__Bacteroidia",0.0239560871453329,0.00903303782886814,2.6520521223517,0.00800041905333173
"c__Bangiophyceae",0.00229455406266917,0.0197491182656959,0.116185139599615,0.90750581386893
"c__Betaproteobacteria",-7.61287833839322e-05,0.000129692019110973,-0.586996670310077,0.557205942974512
"c__Blastocatellia",-0.0823909393815873,0.0382312143225072,-2.15506990404651,0.0311563644059914
"c__Bryopsida",0.00294308647416635,0.00327187007267683,0.899512024864273,0.368379993687561
"c__Caldilineae",0.916290731872244,0.930948855116894,0.98425464174097,0.324990325356338
"c__Caldisericia",16.834332410745,2399.54474795692,0.00701563595556137,0.994402378305243
"c__Candidatus",0.783246617749068,0.393027746966708,1.99285323693804,0.0462775202275773
"c__Chitinophagia",-0.00431883708409319,0.0658407587819071,-0.0655951900311331,0.94770011866675
"c__Chlamydiia",0.0158069871979745,0.0142458740828401,1.10958352615336,0.267178533347707
"c__Chlorarachniophyceae",-0.00143788264398201,0.01210318574116,-0.118801997650265,0.905432225998873
"c__Chlorobia",0.0571077626537087,0.0365805888913988,1.56114935227673,0.118488515887455
"c__Chloroflexia",0.590868331439526,0.798770421936393,0.739722347263601,0.459468485365821
"c__Chrysiogenetes",0.64438898391204,0.874663806876275,0.736727619053284,0.461288007483821
"c__Chthonomonadetes",17.5699915021636,2773.09759184543,0.00633587204209109,0.994944739340868
"c__Clostridia",0.00102262214315135,0.00132447732791834,0.772094864589783,0.440058243581933
"c__Conoidasida",0.000645252206921681,0.0016848273432439,0.382978237805269,0.701735899912377
"c__Coprothermobacteria",0.066374142227156,0.827440724705805,0.0802161898071372,0.936065314051134
"c__Coriobacteriia",0.205015026431862,0.118386533127354,1.73174280060485,0.083319366421758
"c__Coscinodiscophyceae",-0.000336367910487125,0.000284764662783674,-1.18121366323691,0.237517854796366
"c__Cytophagia",-0.00178908296133719,0.00617053122417791,-0.28993986033602,0.771862246598921
"c__Deferribacteres",-0.0962583108011414,0.156497142142299,-0.615080310627119,0.538501684294311
"c__Dehalococcoidia",0.638471766986796,0.473473424526426,1.34848490731112,0.17750247125814
"c__Deinococci",8.46559552554608e-05,0.0132258084390122,0.00640081516724158,0.994892923274721
"c__Deltaproteobacteria",-0.0117143470761695,0.00767353485892958,-1.52659071621179,0.126862817000508
"c__Dictyoglomia",-0.0827324936861954,0.342770811166266,-0.24136388219493,0.809273103161897
"c__Dothideomycetes",-0.00230704352414552,0.00521762478440874,-0.442163555156248,0.658370856584854
"c__Ellioviricetes",-0.00840644635366696,0.0201389393321629,-0.417422497531509,0.67636940204285
"c__Elusimicrobia",1.85629799036542,1.18848617016589,1.56190121262102,0.11831126278444
"c__Endomicrobia",NA,NA,NA,NA
"c__Epsilonproteobacteria",0.013536742055284,0.007441181884475,1.81916559297207,0.0688861703760679
"c__Erysipelotrichia",0.07946019884128,0.351250743952485,0.226220727526855,0.821029750208047
