"term","estimate","std.error","statistic","p.value"
"c__Acidimicrobiia",0.00839876675761624,0.0138081472152271,0.608247191075311,0.543023540025458
"c__Acidithiobacillia",-0.0848503036194726,0.0975299239556828,-0.869992512841784,0.38430449586929
"c__Acidobacteriia",0.0120389974637781,0.00854466803679013,1.40894852929836,0.158850388237329
"c__Aconoidasida",3.85371966194329e-05,1.86787933562832e-05,2.06315236130977,0.0390981546452432
"c__Actinobacteria",8.81865427362027e-05,0.000102587683610595,0.85962115170612,0.389997911527925
"c__Alphaproteobacteria",0.000362764634918373,0.000218903198993382,1.6571920218002,0.0974806590378415
"c__Anaerolineae",0.0468014966682406,0.0803640083299717,0.582368869358473,0.560318245730454
"c__Aquificae",-0.0143067344125278,0.00883024303124007,-1.62019712955948,0.10518993784508
"c__Archaeoglobi",0.0075252830648591,0.0235822204980936,0.319108332714786,0.749644365147402
"c__Ardenticatenia",-0.0964088021640041,0.077447565246646,-1.24482676578628,0.213195435199689
"c__Bacillariophyceae",0.00248415742885577,0.00316551517452171,0.784756127170079,0.432596567755654
"c__Bacilli",-6.12269712966294e-06,1.3135221689688e-05,-0.466128191385581,0.641123745265765
"c__Bacteroidia",0.00309606473032946,0.00181880296630534,1.70225405812852,0.0887077529960316
"c__Bangiophyceae",0.00490768947525455,0.00924912391810823,0.530611279371673,0.595688177809433
"c__Betaproteobacteria",6.47213704488897e-05,5.27760548270776e-05,1.22633968493763,0.220070873190765
"c__Blastocatellia",-0.0496477828847773,0.013691436219659,-3.62619246719273,0.000287631004659428
"c__Bryopsida",-0.00016729588385839,0.0015750960926874,-0.106213128605349,0.915413254748607
"c__Caldilineae",0.703110059944311,0.374456529143624,1.87768140016763,0.0604247626686965
"c__Caldisericia",0.399618988263584,0.656162813717561,0.609024132287381,0.542508443333431
"c__Candidatus",0.0748734252332396,0.096469850295562,0.776132905813,0.437670516384407
"c__Chitinophagia",0.0586514617829601,0.0419156940965457,1.39927211148804,0.16173139935074
"c__Chlamydiia",0.00270842098826848,0.00475899799471114,0.569115807839897,0.569277551279735
"c__Chlorarachniophyceae",0.0102327207354385,0.0101135414431325,1.01178413051216,0.311641279333132
"c__Chlorobia",0.0125548916480511,0.0162344383804614,0.773349305582463,0.4393156831637
"c__Chloroflexia",0.0995453483264247,0.108276800335291,0.919359899980157,0.357907356450274
"c__Chrysiogenetes",0.221172928032477,0.190406518754057,1.16158275189181,0.24540499157182
"c__Chthonomonadetes",-0.665467510186583,0.520304600694921,-1.27899601367695,0.20089845965946
"c__Clostridia",1.54764145047819e-05,7.60614275026048e-05,0.203472574903381,0.838765679367739
"c__Conoidasida",0.000764130238657315,0.000711469969314069,1.07401615193121,0.28281544241639
"c__Coprothermobacteria",0.1942656002695,0.29991895869856,0.647726976355474,0.517161553142996
"c__Coriobacteriia",-0.00476386843883999,0.00684758718507521,-0.695700297065683,0.486616539462275
"c__Coscinodiscophyceae",-0.000545296104979813,0.000206163014677447,-2.64497541342689,0.00816968529095791
"c__Cytophagia",0.00381285806942644,0.00236815873994821,1.61005172715315,0.107386564235872
"c__Deferribacteres",-0.0266443609430001,0.0313377419286097,-0.850232317430479,0.395195937529537
"c__Dehalococcoidia",-0.257448040380134,0.159698415124892,-1.61208888753715,0.106942598537214
"c__Deinococci",0.0051891893355382,0.00340504762101675,1.52396968063216,0.127516285260914
"c__Deltaproteobacteria",0.00101719849930435,0.00159232871883194,0.63881187802134,0.522945320195213
"c__Dictyoglomia",-0.18136017255811,0.132878742603329,-1.36485467129613,0.172298731520717
"c__Dothideomycetes",0.000168895258108287,0.00165457665776908,0.102077626512642,0.918695059692569
"c__Ellioviricetes",0.019399796440351,0.0147143364268745,1.31842822384561,0.187360337857567
"c__Elusimicrobia",-0.448896463412579,0.239275790759046,-1.87606302329443,0.0606466263774724
"c__Endomicrobia",NA,NA,NA,NA
"c__Epsilonproteobacteria",0.00391931051852269,0.00179144984115477,2.18778691341773,0.0286851275776262
"c__Erysipelotrichia",-0.0284168250865292,0.0365193554406618,-0.77813052129855,0.436492071183346
"c__Eumycetozoa",-0.00236629964853711,0.00731282523536589,-0.323582141289708,0.746254410323974
"c__Eurotiomycetes",-0.000267990061896282,0.000327132737509026,-0.819208936216259,0.41266721730059
"c__Fibrobacteria",14.8024444432082,842.592116103504,0.0175677461968916,0.985983687510829
"c__Flavobacteriia",0.000681647061679093,0.000334597934110568,2.0372124038693,0.041628761374898
"c__Fusobacteriia",0.00109229789718805,0.000667391443349019,1.63666751810125,0.101699959485793
"c__Gammaproteobacteria",9.03320476908437e-06,1.09956111755336e-05,0.821528210199373,0.411345462200779
"c__Gemmatimonadetes",0.0118437844252369,0.0160377090914212,0.738496025693116,0.460213081372708
"c__Gloeobacteria",0.0819510561044679,0.0577014104966382,1.42026088095788,0.155531745300704
"c__Halobacteria",-0.012456945403565,0.00738269820496854,-1.68731608115601,0.0915425904475925
"c__Hydrogenophilalia",-0.0399155205577679,0.0440340668996595,-0.906469090141582,0.364687618137382
"c__Ignavibacteria",0.012638307849129,0.0186683172100112,0.676992345209963,0.49841081115949
"c__Kiritimatiellae",0.139412545996478,0.10820270768673,1.28843860728613,0.197593326783553
"c__Ktedonobacteria",0.115036677527768,0.17953201274409,0.640758579873691,0.521679547746336
"c__Lentisphaeria",-0.278871785425233,0.166167539557881,-1.67825669301732,0.0932969984554066
"c__Leotiomycetes",-0.00405959096692861,0.0031177434631141,-1.30209268817575,0.192884702383562
"c__Limnochordia",0.205243491402505,0.169398340008422,1.21160273112653,0.225664488618414
"c__Magnoliopsida",1.91254330781913e-05,7.67644622216473e-06,2.49144363481232,0.0127225151886485
"c__Malasseziomycetes",3.97254854933892e-05,0.000425834568793756,0.093288540678879,0.925674335595603
"c__Mamiellophyceae",-0.004458243226058,0.00417912845297848,-1.06678779468494,0.286067671292397
"c__Mammalia",-8.15339888102264e-07,1.46230030497041e-06,-0.557573492483656,0.577135661432543
"c__Methanobacteria",-0.0718728273832529,0.097455903296058,-0.737490751739408,0.460823965246219
"c__Methanococci",-0.216865297590475,0.21579113770829,-1.0049777757029,0.314907551462865
"c__Methanomicrobia",-0.0294332061510804,0.0471758345004297,-0.623904303183282,0.532690434100718
"c__Methanopyri",0.28803648649705,0.306508712797164,0.939733438140994,0.347354308737316
"c__Methylacidiphilae",-0.0674541912930749,0.147779571271646,-0.456451393874204,0.648065415757841
"c__Mollicutes",-0.000512440966452804,0.00319100958666748,-0.160588977417636,0.872417136963216
"c__Monjiviricetes",-0.0809355673091799,0.290514370290837,-0.278594023518198,0.78055639973524
"c__Negativicutes",0.000296847629337284,0.000498457187651863,0.595532849542558,0.551487347804847
"c__Nitriliruptoria",0.202557423976109,0.146273845949062,1.38478223951702,0.166119063243959
"c__Nitrososphaeria",-0.00277312551709194,0.0452969811988392,-0.0612209786104467,0.951183222553033
"c__Nitrospira",0.03184571211905,0.0647271702493619,0.491999140335722,0.622719951264127
"c__Oligoflexia",-0.00193828894357352,0.00224468224645415,-0.863502594469828,0.387861193573012
"c__Oligohymenophorea",7.06147238055239,426.307801865942,0.0165642579132834,0.986784238697557
"c__Opitutae",0.0103939419100585,0.0214220491034875,0.485198304786181,0.62753568444583
"c__Phycisphaerae",-0.0330925350245913,0.0319085963875756,-1.03710406508124,0.299687360898278
"c__Planctomycetia",-0.00317899665295092,0.0042726157762419,-0.744039908907301,0.456852331359968
"c__Rubrobacteria",0.0108981653503961,0.0146060014491406,0.746142973376006,0.455581052348434
"c__Saccharomycetes",-0.000337416932105182,0.000260692243137793,-1.29431136133512,0.195557893668593
"c__Saprospiria",-0.108987979552556,0.130471862713747,-0.83533703961653,0.403527968157705
"c__Schizosaccharomycetes",-0.00229789136352395,0.00205753012535043,-1.11682027651118,0.264071177381919
"c__Sordariomycetes",-0.000126803826950609,0.000199935525870211,-0.634223589823274,0.525934914594184
